strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_lumen,membrane_width,membrane_width_heights,type,index,process,membrane_width_nm
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,8.042328042328052,7650.0,membrane,11,107_otsuOffset,9.13900913900915
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,5.953703703703702,7650.0,membrane,0,126_otsuOffset,6.765572390572389
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,10.1575,7650.0,membrane,1,126_otsuOffset,11.542613636363638
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,10.605194805194806,7650.0,membrane,2,126_otsuOffset,12.051357733175918
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,9.570723684210527,7650.0,membrane,3,126_otsuOffset,10.875822368421055
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,11.089761570827475,7650.0,membrane,4,126_otsuOffset,12.602001785031224
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,5.555555555555557,7650.0,membrane,5,126_otsuOffset,6.313131313131316
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545452,7,6.607142857142858,7650.0,membrane,0,126_otsuOffset,6.0339204174820615
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545452,7,11.501689189189186,7650.0,membrane,1,126_otsuOffset,10.503825743551767
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545452,7,11.709677419354833,7650.0,membrane,2,126_otsuOffset,10.69376933274414
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545452,7,13.214285714285708,7650.0,membrane,3,126_otsuOffset,12.067840834964116
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545452,7,11.837500000000006,7650.0,membrane,4,126_otsuOffset,10.810502283105027
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545452,7,12.00793650793652,7650.0,membrane,5,126_otsuOffset,10.966152062042484
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545452,7,11.429381735677836,7650.0,membrane,6,126_otsuOffset,10.437791539431814
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545452,7,7.909090909090906,7650.0,membrane,7,126_otsuOffset,7.222914072229137
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,7.917701863354036,7650.0,membrane,0,126_otsuOffset,7.230777957400946
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,12.334096109839813,7650.0,membrane,1,126_otsuOffset,11.264014712182476
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,12.666666666666664,7650.0,membrane,2,126_otsuOffset,11.567732115677318
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,12.373333333333337,7650.0,membrane,3,126_otsuOffset,11.29984779299848
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,8.286634460547504,7650.0,membrane,4,126_otsuOffset,7.56770270369635
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,73.25,4,8.785714285714285,7650.0,membrane,0,126_otsuOffset,8.023483365949119
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,73.25,4,12.357352941176472,7650.0,membrane,1,126_otsuOffset,11.28525382755842
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,73.25,4,29.03481392557022,7650.0,membrane,2,126_otsuOffset,26.515811804173715
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,73.25,4,29.03481392557022,7650.0,membrane,3,126_otsuOffset,26.515811804173715
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,73.25,4,8.13095238095238,7650.0,membrane,4,126_otsuOffset,7.4255272885409855
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,8,5.94638242894057,7650.0,membrane,0,126_otsuOffset,6.757252760159739
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,8,9.464473684210525,7650.0,membrane,1,126_otsuOffset,10.755083732057415
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,8,9.623376623376622,7650.0,membrane,2,126_otsuOffset,10.935655253837071
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,8,10.030241935483872,7650.0,membrane,3,126_otsuOffset,11.398002199413492
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,8,9.908004778972526,7650.0,membrane,4,126_otsuOffset,11.259096339741507
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,8,10.3010752688172,7650.0,membrane,5,126_otsuOffset,11.705767350928637
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,8,10.0,7650.0,membrane,6,126_otsuOffset,11.363636363636365
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,8,9.771958537915978,7650.0,membrane,7,126_otsuOffset,11.104498338540886
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,8,5.467741935483872,7650.0,membrane,8,126_otsuOffset,6.2133431085044
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.77777777777779,6,6.034920634920635,7650.0,membrane,0,126_otsuOffset,6.857864357864359
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.77777777777779,6,10.89578163771712,7650.0,membrane,1,126_otsuOffset,12.381570042860364
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.77777777777779,6,10.30952380952381,7650.0,membrane,2,126_otsuOffset,11.715367965367967
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.77777777777779,6,9.923500611995102,7650.0,membrane,3,126_otsuOffset,11.276705240903526
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.77777777777779,6,10.3010752688172,7650.0,membrane,4,126_otsuOffset,11.705767350928637
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.77777777777779,6,10.346590909090908,7650.0,membrane,5,126_otsuOffset,11.757489669421489
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.77777777777779,6,5.790909090909096,7650.0,membrane,6,126_otsuOffset,6.580578512396701
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,80.625,5,7.045454545454547,7650.0,membrane,0,126_otsuOffset,8.006198347107441
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,80.625,5,11.469696969696969,7650.0,membrane,1,126_otsuOffset,13.03374655647383
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,80.625,5,11.045454545454549,7650.0,membrane,2,126_otsuOffset,12.551652892561988
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,80.625,5,10.837662337662335,7650.0,membrane,3,126_otsuOffset,12.3155253837072
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,80.625,5,10.848290598290603,7650.0,membrane,4,126_otsuOffset,12.327602952602959
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,80.625,5,6.625,7650.0,membrane,5,126_otsuOffset,7.528409090909092
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.90524193548389,7,7.0,7650.0,membrane,0,126_otsuOffset,6.392694063926941
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.90524193548389,7,11.930555555555555,7650.0,membrane,1,126_otsuOffset,10.89548452562151
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.90524193548389,7,11.848739495798313,7650.0,membrane,2,126_otsuOffset,10.82076666282951
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.90524193548389,7,12.07717391304348,7650.0,membrane,3,126_otsuOffset,11.029382568989478
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.90524193548389,7,11.34551495016612,7650.0,membrane,4,126_otsuOffset,10.361200867731615
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.90524193548389,7,12.63383838383838,7650.0,membrane,5,126_otsuOffset,11.537751948710849
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.90524193548389,7,11.340909090909092,7650.0,membrane,6,126_otsuOffset,10.356994603569946
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.90524193548389,7,7.72697368421052,7650.0,membrane,7,126_otsuOffset,7.056596971881754
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,6.205082742316783,7650.0,membrane,0,126_otsuOffset,7.051230388996345
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,9.81818181818182,7650.0,membrane,1,126_otsuOffset,11.157024793388432
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,9.65,7650.0,membrane,2,126_otsuOffset,10.965909090909092
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,9.456043956043956,7650.0,membrane,3,126_otsuOffset,10.745504495504496
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,9.551282051282058,7650.0,membrane,4,126_otsuOffset,10.853729603729613
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,11.11904761904762,7650.0,membrane,5,126_otsuOffset,12.635281385281388
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,9.104395604395606,7650.0,membrane,6,126_otsuOffset,10.345904095904098
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,10.820512820512832,7650.0,membrane,7,126_otsuOffset,12.29603729603731
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,9.60269360269362,7650.0,membrane,8,126_otsuOffset,10.91215182124275
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,9.6801346801347,7650.0,membrane,9,126_otsuOffset,11.000153045607615
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,9.607692307692332,7650.0,membrane,10,126_otsuOffset,10.917832167832197
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,8.0,7650.0,membrane,11,126_otsuOffset,9.090909090909092
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,5.9671957671957685,7650.0,membrane,0,127_otsuOffset,6.7809042809042825
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,10.481250000000005,7650.0,membrane,1,127_otsuOffset,11.91051136363637
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,10.680952380952377,7650.0,membrane,2,127_otsuOffset,12.137445887445883
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,9.62162162162162,7650.0,membrane,3,127_otsuOffset,10.933660933660931
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,11.089761570827475,7650.0,membrane,4,127_otsuOffset,12.602001785031224
101,output\trial_1\rois\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,5.555555555555557,7650.0,membrane,5,127_otsuOffset,6.313131313131316
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,123.35626535626534,7,6.843068875326939,7650.0,membrane,0,127_otsuOffset,6.249377968335104
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,123.35626535626534,7,11.542130365659771,7650.0,membrane,1,127_otsuOffset,10.540758324803443
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,123.35626535626534,7,12.15811965811966,7650.0,membrane,2,127_otsuOffset,11.10330562385357
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,123.35626535626534,7,13.234285714285704,7650.0,membrane,3,127_otsuOffset,12.086105675146761
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,123.35626535626534,7,11.967741935483872,7650.0,membrane,4,127_otsuOffset,10.929444689939608
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,123.35626535626534,7,12.049999999999995,7650.0,membrane,5,127_otsuOffset,11.004566210045658
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,123.35626535626534,7,11.757215619694392,7650.0,membrane,6,127_otsuOffset,10.737183214332777
106,output\trial_1\rois\strip_106.png,1.095,0.91324200913242,200,219,123.35626535626534,7,7.909090909090906,7650.0,membrane,7,127_otsuOffset,7.222914072229137
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,7.917701863354036,7650.0,membrane,0,127_otsuOffset,7.230777957400946
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,12.592857142857149,7650.0,membrane,1,127_otsuOffset,11.500326157860409
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,12.778947368421058,7650.0,membrane,2,127_otsuOffset,11.670271569334298
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,12.725000000000009,7650.0,membrane,3,127_otsuOffset,11.621004566210052
134,output\trial_1\rois\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,8.434782608695656,7650.0,membrane,4,127_otsuOffset,7.702997816160416
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,87.45238095238096,6,8.785714285714285,7650.0,membrane,0,127_otsuOffset,8.023483365949119
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,87.45238095238096,6,12.501075268817203,7650.0,membrane,1,127_otsuOffset,11.41650709481023
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,87.45238095238096,6,29.15091463414634,7650.0,membrane,2,127_otsuOffset,26.62183984853547
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,87.45238095238096,6,29.15091463414634,7650.0,membrane,3,127_otsuOffset,26.62183984853547
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,87.45238095238096,6,8.13095238095238,7650.0,membrane,4,127_otsuOffset,7.4255272885409855
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,87.45238095238096,6,3.790441176470594,3697.5,membrane,5,127_otsuOffset,3.461590115498259
135,output\trial_1\rois\strip_135.png,1.095,0.91324200913242,200,219,87.45238095238096,6,0.6666666666666714,3825.0,membrane,6,127_otsuOffset,0.6088280060882844
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.50828247602442,8,5.997062279670974,7650.0,membrane,0,127_otsuOffset,6.814843499626107
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.50828247602442,8,10.026785714285715,7650.0,membrane,1,127_otsuOffset,11.394074675324678
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.50828247602442,8,9.623376623376622,7650.0,membrane,2,127_otsuOffset,10.935655253837071
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.50828247602442,8,10.079999999999998,7650.0,membrane,3,127_otsuOffset,11.454545454545453
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.50828247602442,8,9.983333333333334,7650.0,membrane,4,127_otsuOffset,11.344696969696972
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.50828247602442,8,10.333333333333329,7650.0,membrane,5,127_otsuOffset,11.742424242424239
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.50828247602442,8,10.474999999999994,7650.0,membrane,6,127_otsuOffset,11.903409090909086
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.50828247602442,8,9.771958537915978,7650.0,membrane,7,127_otsuOffset,11.104498338540886
161,output\trial_1\rois\strip_161.png,0.88,1.1363636363636365,500,440,108.50828247602442,8,5.486260454002391,7650.0,membrane,8,127_otsuOffset,6.234386879548172
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,6.048366013071895,7650.0,membrane,0,127_otsuOffset,6.873143196672609
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,10.956221198156683,7650.0,membrane,1,127_otsuOffset,12.450251361541687
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,10.400921658986178,7650.0,membrane,2,127_otsuOffset,11.819229157938839
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,10.085470085470078,7650.0,membrane,3,127_otsuOffset,11.460761460761454
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,10.467741935483872,7650.0,membrane,4,127_otsuOffset,11.895161290322584
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,10.451612903225808,7650.0,membrane,5,127_otsuOffset,11.876832844574782
176,output\trial_1\rois\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,5.969696969696969,7650.0,membrane,6,127_otsuOffset,6.783746556473829
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,80.74632352941177,5,7.104278074866311,7650.0,membrane,0,127_otsuOffset,8.073043266893537
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,80.74632352941177,5,11.641711229946528,7650.0,membrane,1,127_otsuOffset,13.22921730675742
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,80.74632352941177,5,11.045454545454549,7650.0,membrane,2,127_otsuOffset,12.551652892561988
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,80.74632352941177,5,11.217086834733893,7650.0,membrane,3,127_otsuOffset,12.74668958492488
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,80.74632352941177,5,10.954415954415964,7650.0,membrane,4,127_otsuOffset,12.44819994819996
187,output\trial_1\rois\strip_187.png,0.88,1.1363636363636365,500,440,80.74632352941177,5,6.6875,7650.0,membrane,5,127_otsuOffset,7.599431818181819
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.96774193548389,7,7.00940860215054,7650.0,membrane,0,127_otsuOffset,6.401286394658027
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.96774193548389,7,11.990033222591356,7650.0,membrane,1,127_otsuOffset,10.949802029763795
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.96774193548389,7,12.0625,7650.0,membrane,2,127_otsuOffset,11.015981735159817
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.96774193548389,7,12.07717391304348,7650.0,membrane,3,127_otsuOffset,11.029382568989478
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.96774193548389,7,11.767361111111114,7650.0,membrane,4,127_otsuOffset,10.74644850329782
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.96774193548389,7,12.728506787330303,7650.0,membrane,5,127_otsuOffset,11.62420711171717
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.96774193548389,7,11.680288461538469,7650.0,membrane,6,127_otsuOffset,10.666930101861615
229,output\trial_1\rois\strip_229.png,1.095,0.91324200913242,200,219,122.96774193548389,7,7.78947368421052,7650.0,membrane,7,127_otsuOffset,7.11367459745253
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,6.308630393996246,7650.0,membrane,0,127_otsuOffset,7.168898174995735
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,10.363636363636369,7650.0,membrane,1,127_otsuOffset,11.776859504132238
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,9.67016806722689,7650.0,membrane,2,127_otsuOffset,10.988827349121467
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,9.68125,7650.0,membrane,3,127_otsuOffset,11.001420454545457
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,9.57380457380458,7650.0,membrane,4,127_otsuOffset,10.879323379323386
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,11.235294117647072,7650.0,membrane,5,127_otsuOffset,12.767379679144401
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,9.128205128205138,7650.0,membrane,6,127_otsuOffset,10.372960372960385
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,10.820512820512832,7650.0,membrane,7,127_otsuOffset,12.29603729603731
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,9.888888888888886,7650.0,membrane,8,127_otsuOffset,11.237373737373735
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,9.815151515151513,7650.0,membrane,9,127_otsuOffset,11.153581267217628
232,output\trial_1\rois\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,9.607692307692332,7650.0,membrane,10,127_otsuOffset,10.917832167832197
