strip,image_name,px_per_nm,nm_per_px,scale,scale_pixels,grana_height,num_lumen,repeat_distance,lumen_width,lumen_width_heights,peaks,type,index,process,lumen_width_nm
101,output\trial_2\processed_images\0_otsuOffset\membrane\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,12.15,4.090277777777779,7650.0,31,lumen,0,0_otsuOffset,4.648042929292931
101,output\trial_2\processed_images\0_otsuOffset\membrane\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,14.15,3.7657142857142887,7650.0,46,lumen,1,0_otsuOffset,4.279220779220783
101,output\trial_2\processed_images\0_otsuOffset\membrane\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,14.21,4.119617224880379,7650.0,59,lumen,2,0_otsuOffset,4.68138321009134
101,output\trial_2\processed_images\0_otsuOffset\membrane\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,14.81,4.476814516129039,7650.0,74,lumen,3,0_otsuOffset,5.087289222873909
101,output\trial_2\processed_images\0_otsuOffset\membrane\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,12.42,4.096618357487927,7650.0,88,lumen,4,0_otsuOffset,4.655248133509008
106,output\trial_2\processed_images\0_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545452,7,14.88,5.830357142857142,7650.0,33,lumen,0,0_otsuOffset,5.324527071102413
106,output\trial_2\processed_images\0_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545452,7,17.42,5.810810810810814,7650.0,50,lumen,1,0_otsuOffset,5.306676539553255
106,output\trial_2\processed_images\0_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545452,7,18.25,5.790322580645167,7650.0,69,lumen,2,0_otsuOffset,5.2879658270732115
106,output\trial_2\processed_images\0_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545452,7,16.91,4.942857142857136,5992.5,86,lumen,3,0_otsuOffset,4.514024787997384
106,output\trial_2\processed_images\0_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545452,7,16.76,4.840277777777772,7650.0,103,lumen,4,0_otsuOffset,4.420345002536778
106,output\trial_2\processed_images\0_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545452,7,17.2,5.602787456445995,7140.0,121,lumen,5,0_otsuOffset,5.1167008734666615
106,output\trial_2\processed_images\0_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.29545454545452,7,14.61,4.938689217758963,7650.0,136,lumen,6,0_otsuOffset,4.510218463706815
134,output\trial_2\processed_images\0_otsuOffset\membrane\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,14.97,4.839816933638446,7650.0,32,lumen,0,0_otsuOffset,4.4199241403090825
134,output\trial_2\processed_images\0_otsuOffset\membrane\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,17.42,4.920289855072468,7650.0,48,lumen,1,0_otsuOffset,4.4934153927602445
134,output\trial_2\processed_images\0_otsuOffset\membrane\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,17.09,4.846969696969694,7012.5,66,lumen,2,0_otsuOffset,4.426456344264561
134,output\trial_2\processed_images\0_otsuOffset\membrane\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,14.04,4.016296296296289,6630.0,84,lumen,3,0_otsuOffset,3.667850498900721
135,output\trial_2\processed_images\0_otsuOffset\membrane\strip_135.png,1.095,0.91324200913242,200,219,73.25,4,16.22,5.617647058823529,7650.0,33,lumen,0,0_otsuOffset,5.130271286596829
135,output\trial_2\processed_images\0_otsuOffset\membrane\strip_135.png,1.095,0.91324200913242,200,219,73.25,4,25.82,5.078911564625855,7650.0,51,lumen,1,0_otsuOffset,4.638275401484799
135,output\trial_2\processed_images\0_otsuOffset\membrane\strip_135.png,1.095,0.91324200913242,200,219,73.25,4,0.0,4.150568181818187,2167.5,69,lumen,2,0_otsuOffset,3.7904732254047366
135,output\trial_2\processed_images\0_otsuOffset\membrane\strip_135.png,1.095,0.91324200913242,200,219,73.25,4,22.75,4.145833333333329,7650.0,85,lumen,3,0_otsuOffset,3.786149162861487
161,output\trial_2\processed_images\0_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,8,11.61,3.9063953488372114,7650.0,30,lumen,0,0_otsuOffset,4.43908562367865
161,output\trial_2\processed_images\0_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,8,14.04,4.496240601503757,7650.0,43,lumen,1,0_otsuOffset,5.109364319890633
161,output\trial_2\processed_images\0_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,8,13.95,4.123167155425222,7650.0,58,lumen,2,0_otsuOffset,4.685417222074116
161,output\trial_2\processed_images\0_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,8,14.04,4.0665322580645125,7650.0,71,lumen,3,0_otsuOffset,4.621059384164219
161,output\trial_2\processed_images\0_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,8,13.1,3.131256952169068,7140.0,85,lumen,4,0_otsuOffset,3.5582465365557594
161,output\trial_2\processed_images\0_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,8,11.48,2.4772727272727337,5100.0,98,lumen,5,0_otsuOffset,2.8150826446281068
161,output\trial_2\processed_images\0_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,8,13.86,3.9716312056737593,7650.0,111,lumen,6,0_otsuOffset,4.513217279174727
161,output\trial_2\processed_images\0_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.49551971326164,8,10.71,3.314102564102569,6757.5,123,lumen,7,0_otsuOffset,3.766025641025647
176,output\trial_2\processed_images\0_otsuOffset\membrane\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,11.85,3.6571428571428575,6630.0,31,lumen,0,0_otsuOffset,4.155844155844156
176,output\trial_2\processed_images\0_otsuOffset\membrane\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,14.69,4.091397849462368,7650.0,45,lumen,1,0_otsuOffset,4.649315738025418
176,output\trial_2\processed_images\0_otsuOffset\membrane\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,13.66,3.5150375939849567,7650.0,58,lumen,2,0_otsuOffset,3.9943609022556332
176,output\trial_2\processed_images\0_otsuOffset\membrane\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,14.53,4.391232423490493,7650.0,73,lumen,3,0_otsuOffset,4.9900368448755605
176,output\trial_2\processed_images\0_otsuOffset\membrane\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,15.57,5.229166666666671,7650.0,87,lumen,4,0_otsuOffset,5.942234848484855
176,output\trial_2\processed_images\0_otsuOffset\membrane\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,12.61,4.44345238095238,7650.0,103,lumen,5,0_otsuOffset,5.0493777056277045
187,output\trial_2\processed_images\0_otsuOffset\membrane\strip_187.png,0.88,1.1363636363636365,500,440,80.625,5,12.91,3.6310160427807463,7650.0,29,lumen,0,0_otsuOffset,4.12615459406903
187,output\trial_2\processed_images\0_otsuOffset\membrane\strip_187.png,0.88,1.1363636363636365,500,440,80.625,5,16.59,5.310810810810814,7650.0,44,lumen,1,0_otsuOffset,6.035012285012289
187,output\trial_2\processed_images\0_otsuOffset\membrane\strip_187.png,0.88,1.1363636363636365,500,440,80.625,5,15.58,4.502164502164504,7650.0,61,lumen,2,0_otsuOffset,5.116096025186937
187,output\trial_2\processed_images\0_otsuOffset\membrane\strip_187.png,0.88,1.1363636363636365,500,440,80.625,5,16.1,5.101626016260155,7650.0,76,lumen,3,0_otsuOffset,5.797302291204723
187,output\trial_2\processed_images\0_otsuOffset\membrane\strip_187.png,0.88,1.1363636363636365,500,440,80.625,5,12.6,3.84615384615384,7650.0,92,lumen,4,0_otsuOffset,4.370629370629364
229,output\trial_2\processed_images\0_otsuOffset\membrane\strip_229.png,1.095,0.91324200913242,200,219,122.90524193548389,7,14.88,5.412186379928315,7650.0,31,lumen,0,0_otsuOffset,4.942635963404854
229,output\trial_2\processed_images\0_otsuOffset\membrane\strip_229.png,1.095,0.91324200913242,200,219,122.90524193548389,7,18.81,6.919117647058826,7650.0,49,lumen,1,0_otsuOffset,6.318828901423585
229,output\trial_2\processed_images\0_otsuOffset\membrane\strip_229.png,1.095,0.91324200913242,200,219,122.90524193548389,7,17.17,5.204968944099377,7650.0,67,lumen,2,0_otsuOffset,4.753396295981166
229,output\trial_2\processed_images\0_otsuOffset\membrane\strip_229.png,1.095,0.91324200913242,200,219,122.90524193548389,7,17.43,5.717857142857142,7650.0,85,lumen,3,0_otsuOffset,5.221787345075015
229,output\trial_2\processed_images\0_otsuOffset\membrane\strip_229.png,1.095,0.91324200913242,200,219,122.90524193548389,7,16.23,4.238900634249475,7650.0,101,lumen,4,0_otsuOffset,3.8711421317346804
229,output\trial_2\processed_images\0_otsuOffset\membrane\strip_229.png,1.095,0.91324200913242,200,219,122.90524193548389,7,17.87,5.881313131313135,7650.0,119,lumen,5,0_otsuOffset,5.371062220377292
229,output\trial_2\processed_images\0_otsuOffset\membrane\strip_229.png,1.095,0.91324200913242,200,219,122.90524193548389,7,13.16,3.95723684210526,6757.5,135,lumen,6,0_otsuOffset,3.613914924297041
232,output\trial_2\processed_images\0_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,12.59,5.0909090909090935,5865.0,32,lumen,0,0_otsuOffset,5.785123966942153
232,output\trial_2\processed_images\0_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,14.96,5.223376623376623,7650.0,45,lumen,1,0_otsuOffset,5.935655253837073
232,output\trial_2\processed_images\0_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,14.7,5.151098901098898,7650.0,61,lumen,2,0_otsuOffset,5.8535214785214755
232,output\trial_2\processed_images\0_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,15.55,6.043956043956044,7650.0,76,lumen,3,0_otsuOffset,6.868131868131869
232,output\trial_2\processed_images\0_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,15.12,4.785714285714278,7650.0,90,lumen,4,0_otsuOffset,5.438311688311679
232,output\trial_2\processed_images\0_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,13.9,3.785714285714292,7650.0,106,lumen,5,0_otsuOffset,4.3019480519480595
232,output\trial_2\processed_images\0_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,15.33,5.371794871794862,7650.0,119,lumen,6,0_otsuOffset,6.104312354312343
232,output\trial_2\processed_images\0_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,14.6,4.685314685314694,6757.5,135,lumen,7,0_otsuOffset,5.324221233312152
232,output\trial_2\processed_images\0_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,15.22,5.579124579124567,7650.0,150,lumen,8,0_otsuOffset,6.339914294459736
232,output\trial_2\processed_images\0_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,14.93,5.28490028490026,7650.0,164,lumen,9,0_otsuOffset,6.005568505568478
232,output\trial_2\processed_images\0_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.3677811550152,11,12.36,3.55714285714285,7650.0,180,lumen,10,0_otsuOffset,4.042207792207784
101,output\trial_2\processed_images\1_otsuOffset\membrane\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,12.04,3.814285714285713,7650.0,31,lumen,0,1_otsuOffset,4.334415584415583
101,output\trial_2\processed_images\1_otsuOffset\membrane\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,14.29,3.704464285714288,7650.0,46,lumen,1,1_otsuOffset,4.209618506493509
101,output\trial_2\processed_images\1_otsuOffset\membrane\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,14.17,4.022522522522522,7650.0,59,lumen,2,1_otsuOffset,4.571048321048321
101,output\trial_2\processed_images\1_otsuOffset\membrane\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,14.8,4.447253705318232,7650.0,74,lumen,3,1_otsuOffset,5.0536973924070825
101,output\trial_2\processed_images\1_otsuOffset\membrane\strip_101.png,0.88,1.1363636363636365,500,440,73.48148148148148,5,12.42,4.096618357487927,7650.0,88,lumen,4,1_otsuOffset,4.655248133509008
106,output\trial_2\processed_images\1_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.35626535626534,7,14.81,5.614800759013285,7650.0,33,lumen,0,1_otsuOffset,5.127671926039529
106,output\trial_2\processed_images\1_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.35626535626534,7,17.27,5.421921921921928,7650.0,50,lumen,1,1_otsuOffset,4.951526869335094
106,output\trial_2\processed_images\1_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.35626535626534,7,18.41,5.71076923076923,7650.0,69,lumen,2,1_otsuOffset,5.215314365999297
106,output\trial_2\processed_images\1_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.35626535626534,7,16.92,4.7597926267281,5992.5,86,lumen,3,1_otsuOffset,4.3468425814868485
106,output\trial_2\processed_images\1_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.35626535626534,7,16.76,4.75,7650.0,103,lumen,4,1_otsuOffset,4.337899543378995
106,output\trial_2\processed_images\1_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.35626535626534,7,17.31,5.529824561403501,7140.0,121,lumen,5,1_otsuOffset,5.050068092605937
106,output\trial_2\processed_images\1_otsuOffset\membrane\strip_106.png,1.095,0.91324200913242,200,219,123.35626535626534,7,14.5,4.668621700879754,7650.0,136,lumen,6,1_otsuOffset,4.2635814619906425
134,output\trial_2\processed_images\1_otsuOffset\membrane\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,15.07,4.810869565217388,7650.0,32,lumen,0,1_otsuOffset,4.39348818741314
134,output\trial_2\processed_images\1_otsuOffset\membrane\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,17.34,4.657142857142851,7650.0,48,lumen,1,1_otsuOffset,4.253098499673836
134,output\trial_2\processed_images\1_otsuOffset\membrane\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,17.24,4.785964912280704,7012.5,66,lumen,2,1_otsuOffset,4.370744212128497
134,output\trial_2\processed_images\1_otsuOffset\membrane\strip_134.png,1.095,0.91324200913242,200,219,71.61335403726709,4,13.79,3.5416666666666714,6630.0,84,lumen,3,1_otsuOffset,3.234398782343992
135,output\trial_2\processed_images\1_otsuOffset\membrane\strip_135.png,1.095,0.91324200913242,200,219,87.45238095238096,6,16.18,5.532258064516128,7650.0,33,lumen,0,1_otsuOffset,5.052290469877742
135,output\trial_2\processed_images\1_otsuOffset\membrane\strip_135.png,1.095,0.91324200913242,200,219,87.45238095238096,6,25.83,5.003252032520329,7650.0,51,lumen,1,1_otsuOffset,4.56917993837473
135,output\trial_2\processed_images\1_otsuOffset\membrane\strip_135.png,1.095,0.91324200913242,200,219,87.45238095238096,6,0.0,4.150568181818187,2167.5,69,lumen,2,1_otsuOffset,3.7904732254047366
135,output\trial_2\processed_images\1_otsuOffset\membrane\strip_135.png,1.095,0.91324200913242,200,219,87.45238095238096,6,22.79,4.145833333333329,7650.0,85,lumen,3,1_otsuOffset,3.786149162861487
135,output\trial_2\processed_images\1_otsuOffset\membrane\strip_135.png,1.095,0.91324200913242,200,219,87.45238095238096,6,15.14,8.38390092879257,11602.5,99,lumen,4,1_otsuOffset,7.656530528577689
135,output\trial_2\processed_images\1_otsuOffset\membrane\strip_135.png,1.095,0.91324200913242,200,219,87.45238095238096,6,2.79,0.625,11475.0,108,lumen,5,1_otsuOffset,0.5707762557077625
161,output\trial_2\processed_images\1_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.50828247602442,8,11.59,3.579192546583851,7650.0,30,lumen,0,1_otsuOffset,4.067264257481649
161,output\trial_2\processed_images\1_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.50828247602442,8,14.05,4.223214285714285,7650.0,43,lumen,1,1_otsuOffset,4.799107142857142
161,output\trial_2\processed_images\1_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.50828247602442,8,13.94,4.0909090909090935,7650.0,58,lumen,2,1_otsuOffset,4.648760330578516
161,output\trial_2\processed_images\1_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.50828247602442,8,14.05,4.019999999999996,7650.0,72,lumen,3,1_otsuOffset,4.568181818181814
161,output\trial_2\processed_images\1_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.50828247602442,8,13.07,3.1011904761904674,7012.5,86,lumen,4,1_otsuOffset,3.524080086580077
161,output\trial_2\processed_images\1_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.50828247602442,8,11.7,2.4377990430622134,5100.0,98,lumen,5,1_otsuOffset,2.77022618529797
161,output\trial_2\processed_images\1_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.50828247602442,8,13.66,3.5382978723404364,7650.0,111,lumen,6,1_otsuOffset,4.020793036750496
161,output\trial_2\processed_images\1_otsuOffset\membrane\strip_161.png,0.88,1.1363636363636365,500,440,108.50828247602442,8,10.7,3.2905982905982967,6757.5,123,lumen,7,1_otsuOffset,3.7393162393162465
176,output\trial_2\processed_images\1_otsuOffset\membrane\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,11.82,3.57563025210084,6630.0,31,lumen,0,1_otsuOffset,4.063216195569137
176,output\trial_2\processed_images\1_otsuOffset\membrane\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,14.68,4.0,7650.0,44,lumen,1,1_otsuOffset,4.545454545454546
176,output\trial_2\processed_images\1_otsuOffset\membrane\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,13.66,3.4126984126984112,7650.0,58,lumen,2,1_otsuOffset,3.878066378066377
176,output\trial_2\processed_images\1_otsuOffset\membrane\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,14.67,4.391232423490493,7650.0,73,lumen,3,1_otsuOffset,4.9900368448755605
176,output\trial_2\processed_images\1_otsuOffset\membrane\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,15.51,5.048387096774192,7650.0,88,lumen,4,1_otsuOffset,5.736803519061582
176,output\trial_2\processed_images\1_otsuOffset\membrane\strip_176.png,0.88,1.1363636363636365,500,440,88.91111111111111,6,12.57,4.36363636363636,7650.0,103,lumen,5,1_otsuOffset,4.958677685950409
187,output\trial_2\processed_images\1_otsuOffset\membrane\strip_187.png,0.88,1.1363636363636365,500,440,80.74632352941177,5,13.0,3.6310160427807463,7650.0,29,lumen,0,1_otsuOffset,4.12615459406903
187,output\trial_2\processed_images\1_otsuOffset\membrane\strip_187.png,0.88,1.1363636363636365,500,440,80.74632352941177,5,16.53,5.18181818181818,7650.0,44,lumen,1,1_otsuOffset,5.888429752066114
187,output\trial_2\processed_images\1_otsuOffset\membrane\strip_187.png,0.88,1.1363636363636365,500,440,80.74632352941177,5,15.63,4.502164502164504,7650.0,61,lumen,2,1_otsuOffset,5.116096025186937
187,output\trial_2\processed_images\1_otsuOffset\membrane\strip_187.png,0.88,1.1363636363636365,500,440,80.74632352941177,5,16.05,4.966063348416284,7650.0,77,lumen,3,1_otsuOffset,5.643253805018506
187,output\trial_2\processed_images\1_otsuOffset\membrane\strip_187.png,0.88,1.1363636363636365,500,440,80.74632352941177,5,12.64,3.8148148148148096,7650.0,92,lumen,4,1_otsuOffset,4.335016835016829
229,output\trial_2\processed_images\1_otsuOffset\membrane\strip_229.png,1.095,0.91324200913242,200,219,122.96774193548389,7,14.89,5.386904761904763,7650.0,32,lumen,0,1_otsuOffset,4.919547727766906
229,output\trial_2\processed_images\1_otsuOffset\membrane\strip_229.png,1.095,0.91324200913242,200,219,122.96774193548389,7,18.86,6.831395348837212,7650.0,50,lumen,1,1_otsuOffset,6.238717213549965
229,output\trial_2\processed_images\1_otsuOffset\membrane\strip_229.png,1.095,0.91324200913242,200,219,122.96774193548389,7,17.11,5.035326086956516,7650.0,67,lumen,2,1_otsuOffset,4.598471312289056
229,output\trial_2\processed_images\1_otsuOffset\membrane\strip_229.png,1.095,0.91324200913242,200,219,122.96774193548389,7,17.39,5.463888888888889,7650.0,85,lumen,3,1_otsuOffset,4.989852866565195
229,output\trial_2\processed_images\1_otsuOffset\membrane\strip_229.png,1.095,0.91324200913242,200,219,122.96774193548389,7,16.25,3.99759615384616,7650.0,101,lumen,4,1_otsuOffset,3.650772743238502
229,output\trial_2\processed_images\1_otsuOffset\membrane\strip_229.png,1.095,0.91324200913242,200,219,122.96774193548389,7,17.86,5.656108597285069,7650.0,119,lumen,5,1_otsuOffset,5.165395979255771
229,output\trial_2\processed_images\1_otsuOffset\membrane\strip_229.png,1.095,0.91324200913242,200,219,122.96774193548389,7,13.23,3.78536184210526,6757.5,135,lumen,6,1_otsuOffset,3.4569514539774064
232,output\trial_2\processed_images\1_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,12.33,4.5299334811529945,5865.0,32,lumen,0,1_otsuOffset,5.147651683128403
232,output\trial_2\processed_images\1_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,15.22,5.2032085561497325,7650.0,45,lumen,1,1_otsuOffset,5.912736995624696
232,output\trial_2\processed_images\1_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,14.81,5.135714285714286,7650.0,61,lumen,2,1_otsuOffset,5.836038961038962
232,output\trial_2\processed_images\1_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,15.46,5.834134615384613,7650.0,75,lumen,3,1_otsuOffset,6.629698426573425
232,output\trial_2\processed_images\1_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,15.1,4.693163751987271,7650.0,90,lumen,4,1_otsuOffset,5.333140627258262
232,output\trial_2\processed_images\1_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,13.9,3.715686274509793,7650.0,106,lumen,5,1_otsuOffset,4.222370766488401
232,output\trial_2\processed_images\1_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,15.35,5.371794871794862,7650.0,119,lumen,6,1_otsuOffset,6.104312354312343
232,output\trial_2\processed_images\1_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,14.7,4.639860139860133,6757.5,135,lumen,7,1_otsuOffset,5.272568340750151
232,output\trial_2\processed_images\1_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,15.16,5.311111111111103,7650.0,150,lumen,8,1_otsuOffset,6.035353535353527
232,output\trial_2\processed_images\1_otsuOffset\membrane\strip_232.png,0.88,1.1363636363636365,500,440,166.43406593406593,11,14.89,5.177156177156178,7650.0,164,lumen,9,1_otsuOffset,5.883132019495657
